time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
09/04/2020 15:30,7,4,5,4,4,1,16
09/04/2020 18:05,7,4,5,3,5,1,16
09/04/2020 17:25,8,3,4,4,4,1,16
09/04/2020 22:40,6,3,6,4,5,1,16
09/04/2020 17:35,7,4,5,4,3,1,16
09/04/2020 15:45,7,4,6,5,4,1,16
09/04/2020 18:30,7,4,5,4,4,1,16
09/04/2020 15:15,7,5,5,2,3,1,16
09/04/2020 16:30,7,7,5,4,4,1,16
09/04/2020 15:20,8,3,5,3,5,1,16
09/04/2020 19:05,7,5,5,4,4,1,16
09/04/2020 18:20,6,3,6,4,4,1,16
09/04/2020 19:30,7,3,6,4,4,1,16
09/04/2020 17:00,8,4,6,3,2,1,16
09/04/2020 16:35,7,3,6,4,4,1,16
09/04/2020 18:30,7,4,5,4,5,1,16
09/04/2020 15:35,7,4,5,3,5,1,16
09/04/2020 19:45,7,4,6,5,4,1,16
09/04/2020 15:30,5,4,3,4,3,1,16
09/04/2020 15:30,8,4,5,4,4,1,16
09/04/2020 16:55,7,3,5,4,3,1,16
09/04/2020 15:40,7,4,7,5,3,1,16
09/04/2020 19:10,7,4,4,4,4,1,16
09/04/2020 16:25,7,5,5,5,4,1,16
09/04/2020 16:25,7,4,5,4,5,1,16
09/04/2020 15:15,8,4,6,4,4,1,16
09/04/2020 17:15,7,5,5,3,4,1,16
09/04/2020 20:00,8,3,5,4,5,1,16
09/04/2020 16:30,9,3,3,4,5,1,16
09/04/2020 15:40,6,4,6,3,4,1,16
09/04/2020 17:10,7,4,6,4,3,1,16
09/04/2020 19:40,7,2,5,5,5,1,16
09/04/2020 16:45,7,4,5,6,3,1,16
09/04/2020 15:25,7,5,6,5,4,1,16
09/04/2020 15:25,6,3,5,5,4,1,16
09/04/2020 19:40,7,4,5,5,4,1,16
09/04/2020 16:05,6,4,5,4,6,1,16
09/04/2020 15:10,7,4,5,3,5,1,16
09/04/2020 16:50,7,4,6,5,4,1,16
09/04/2020 17:20,7,4,6,4,4,1,16
09/04/2020 15:35,7,4,6,4,5,1,16
09/04/2020 16:40,6,4,6,4,3,1,16
09/04/2020 15:25,8,3,5,4,4,1,16
09/04/2020 18:05,7,4,5,4,3,1,16
09/04/2020 16:50,6,4,5,6,4,1,16
09/04/2020 15:35,8,3,6,3,4,1,16
09/04/2020 20:35,6,4,5,4,4,1,16
09/04/2020 15:15,7,3,6,5,2,1,16
09/04/2020 16:55,7,3,5,4,3,1,16
09/04/2020 17:20,7,4,5,4,3,1,16
09/04/2020 16:15,8,6,5,4,4,1,16
09/04/2020 15:35,7,4,6,4,4,1,16
09/04/2020 16:45,8,4,6,3,4,1,16
09/04/2020 15:40,6,5,4,5,4,1,16
09/04/2020 18:10,6,5,6,5,4,1,16
09/04/2020 16:35,6,4,5,2,3,1,16
09/04/2020 22:35,8,5,4,5,3,1,16
09/04/2020 15:35,6,4,4,4,3,1,16
09/04/2020 16:40,7,4,5,5,3,1,16
09/04/2020 15:30,8,5,5,4,5,1,16
09/04/2020 19:15,8,3,6,4,4,1,16
09/04/2020 17:25,6,5,4,4,5,1,16
09/04/2020 17:55,7,5,6,5,4,1,16
09/04/2020 21:30,8,4,5,4,4,1,16
09/04/2020 18:00,6,3,6,5,5,1,16
09/04/2020 15:50,7,4,6,4,4,1,16
09/04/2020 19:25,7,3,4,5,4,1,16
09/04/2020 15:50,8,4,5,4,4,1,16
09/04/2020 18:40,6,4,5,3,3,1,16
09/04/2020 20:35,8,4,5,4,4,1,16
09/04/2020 19:45,8,4,6,4,4,1,16
09/04/2020 16:15,8,4,6,4,6,1,16
09/04/2020 23:45,7,4,5,4,4,1,16
09/04/2020 19:35,6,3,5,5,5,1,16
09/04/2020 16:10,7,3,6,3,4,1,16
09/04/2020 21:10,7,5,5,4,4,1,16
09/04/2020 21:20,7,4,5,5,5,1,16
09/04/2020 19:40,7,5,5,6,3,1,16
09/04/2020 19:50,7,5,4,5,3,1,16
09/04/2020 15:40,7,3,6,5,4,1,16
09/04/2020 16:20,7,5,6,5,4,1,16
09/04/2020 16:05,6,5,5,5,4,1,16
09/04/2020 15:30,7,5,5,2,4,1,16
09/04/2020 16:15,8,4,5,3,4,1,16
09/04/2020 15:25,6,3,5,4,4,1,16
09/04/2020 16:05,6,3,5,5,3,1,16
09/04/2020 22:45,7,4,6,5,4,1,16
09/04/2020 15:25,7,4,6,4,5,1,16
09/04/2020 15:05,7,4,4,3,4,1,16
09/04/2020 18:00,6,3,6,4,4,1,16
09/04/2020 15:30,8,4,5,5,3,1,16
09/04/2020 17:00,7,4,6,3,3,1,16
09/04/2020 16:15,7,4,5,5,4,1,16
10/04/2020 00:30,6,4,5,5,5,1,16
09/04/2020 16:50,7,4,5,4,5,1,16
09/04/2020 16:55,7,5,5,4,4,1,16
09/04/2020 18:30,7,6,6,3,3,1,16
09/04/2020 17:00,7,4,6,4,4,1,16
09/04/2020 16:45,8,3,6,4,4,1,16
09/04/2020 18:10,7,3,5,4,5,1,16
09/04/2020 15:05,7,5,3,5,4,1,16
09/04/2020 16:30,7,4,4,4,3,1,16
09/04/2020 19:55,6,3,5,4,4,1,16
09/04/2020 17:10,8,5,4,4,4,1,16
09/04/2020 16:20,7,4,5,4,4,1,16
09/04/2020 15:55,7,4,4,5,3,1,16
09/04/2020 17:00,8,3,5,4,3,1,16
09/04/2020 20:10,6,5,6,4,4,1,16
09/04/2020 15:25,8,4,4,4,3,1,16
09/04/2020 23:30,7,3,4,4,4,1,16
09/04/2020 16:25,6,3,5,3,3,1,16
09/04/2020 19:25,7,4,6,4,4,1,16
09/04/2020 17:00,8,3,6,4,5,1,16
09/04/2020 18:30,7,5,5,5,5,1,16
09/04/2020 15:25,8,3,5,3,4,1,16
09/04/2020 16:55,8,4,5,4,5,1,16
09/04/2020 17:45,6,4,5,4,4,1,16
09/04/2020 18:20,8,4,4,3,3,1,16
09/04/2020 22:45,7,3,6,4,4,1,16
09/04/2020 16:30,7,3,6,5,4,1,16
09/04/2020 16:35,6,4,5,5,4,1,16
09/04/2020 17:30,7,4,4,3,5,1,16
09/04/2020 18:50,6,3,5,4,4,1,16
09/04/2020 16:30,6,4,4,4,4,1,16
09/04/2020 17:40,9,4,4,4,4,1,16
09/04/2020 15:50,6,3,4,5,4,1,16
09/04/2020 17:50,7,4,4,3,4,1,16
09/04/2020 16:35,6,5,5,4,3,1,16
09/04/2020 21:50,7,6,5,4,4,1,16
09/04/2020 16:35,7,4,5,4,3,1,16
09/04/2020 15:55,8,4,4,4,5,1,16
09/04/2020 19:30,8,6,5,3,4,1,16
09/04/2020 20:20,9,3,5,3,5,1,16
09/04/2020 17:00,7,3,5,4,4,1,16
09/04/2020 17:35,6,4,5,3,4,1,16
09/04/2020 16:20,7,5,4,3,4,1,16
09/04/2020 16:20,7,3,4,5,4,1,16
09/04/2020 19:25,7,6,5,5,4,1,16
09/04/2020 15:25,7,5,4,3,3,1,16
09/04/2020 15:25,7,4,5,4,4,1,16
09/04/2020 19:10,6,3,6,3,5,1,16
09/04/2020 16:45,7,4,4,4,3,1,16
09/04/2020 15:15,7,3,5,3,5,1,16
09/04/2020 15:50,8,4,5,4,3,1,16
09/04/2020 15:30,9,5,5,4,5,1,16
09/04/2020 22:45,6,4,5,2,4,1,16
09/04/2020 17:30,7,4,4,4,5,1,16
09/04/2020 15:25,8,4,4,4,2,1,16
09/04/2020 17:30,9,3,5,3,4,1,16
09/04/2020 22:40,7,4,4,4,5,1,16
09/04/2020 15:55,8,4,4,3,3,1,16
09/04/2020 15:30,7,4,3,4,3,1,16
09/04/2020 16:10,8,4,4,5,4,1,16
09/04/2020 15:55,6,3,5,3,4,1,16
09/04/2020 16:55,7,5,6,4,5,1,16
09/04/2020 23:05,6,3,4,4,4,1,16
09/04/2020 16:35,7,5,5,5,6,1,16
09/04/2020 15:20,7,4,5,3,4,1,16
09/04/2020 17:50,8,5,5,4,4,1,16
09/04/2020 16:30,6,5,5,4,3,1,16
09/04/2020 16:05,7,4,5,3,3,1,16
09/04/2020 16:10,8,4,6,5,4,1,16
09/04/2020 22:20,8,4,5,2,5,1,16
09/04/2020 15:10,6,5,6,5,4,1,16
09/04/2020 15:30,6,4,5,3,6,1,16
09/04/2020 17:50,8,4,6,5,4,1,16
09/04/2020 15:35,6,5,3,5,4,1,16
09/04/2020 22:10,6,4,6,3,5,1,16
09/04/2020 18:55,7,3,5,4,4,1,16
09/04/2020 17:20,7,4,5,3,5,1,16
09/04/2020 15:55,7,3,6,4,4,1,16
09/04/2020 20:10,8,5,4,4,3,1,16
09/04/2020 17:20,7,5,6,4,5,1,16
09/04/2020 16:35,8,5,5,4,4,1,16
09/04/2020 15:55,7,4,5,4,4,1,16
09/04/2020 18:35,7,3,5,4,5,1,16
09/04/2020 15:15,8,3,5,3,5,1,16
09/04/2020 19:20,6,4,4,4,3,1,16
09/04/2020 17:15,7,4,5,4,5,1,16
09/04/2020 15:25,7,4,4,5,5,1,16
09/04/2020 16:55,7,5,6,4,4,1,16
09/04/2020 17:30,7,4,5,4,4,1,16
09/04/2020 15:15,7,5,5,3,3,1,16
09/04/2020 16:15,8,5,4,4,4,1,16
09/04/2020 23:40,8,5,5,5,4,1,16
09/04/2020 17:00,7,3,5,4,4,1,16
09/04/2020 16:15,7,5,5,5,3,1,16
10/04/2020 01:05,6,4,6,3,4,1,16
09/04/2020 16:50,7,4,5,4,6,1,16
09/04/2020 18:15,7,3,6,4,4,1,16
09/04/2020 15:35,7,4,4,4,4,1,16
09/04/2020 22:20,7,4,5,5,3,1,16
09/04/2020 18:30,7,3,5,3,4,1,16
09/04/2020 15:10,7,5,5,4,4,1,16
09/04/2020 16:20,7,4,7,4,3,1,16
09/04/2020 16:30,7,4,6,4,5,1,16
09/04/2020 19:15,7,5,5,5,4,1,16
09/04/2020 18:05,8,5,6,4,4,1,16
09/04/2020 16:25,8,5,5,4,4,1,16
09/04/2020 17:55,7,4,5,4,5,1,16
09/04/2020 19:10,8,4,5,5,4,1,16
09/04/2020 15:55,6,5,5,4,4,1,16
09/04/2020 17:25,6,3,6,3,4,1,16
09/04/2020 17:30,6,5,5,5,5,1,16
09/04/2020 16:15,9,5,5,3,4,1,16
09/04/2020 15:55,8,3,5,6,4,1,16
09/04/2020 16:25,7,3,5,5,3,1,16
09/04/2020 19:30,6,4,6,4,4,1,16
09/04/2020 15:30,7,4,5,4,4,1,16
09/04/2020 16:20,8,3,5,2,5,1,16
09/04/2020 15:55,7,3,5,5,4,1,16
09/04/2020 17:20,7,3,5,4,3,1,16
09/04/2020 17:15,7,4,5,5,3,1,16
09/04/2020 15:15,8,4,5,3,5,1,16
09/04/2020 20:10,7,4,5,4,3,1,16
09/04/2020 16:00,7,4,5,4,5,1,16
09/04/2020 16:50,6,4,5,4,4,1,16
09/04/2020 17:30,7,4,5,5,5,1,16
09/04/2020 20:40,7,5,7,4,4,1,16
09/04/2020 16:45,6,4,6,4,5,1,16
09/04/2020 16:00,7,4,5,4,4,1,16
09/04/2020 18:40,7,3,5,4,5,1,16
09/04/2020 17:55,8,5,6,4,4,1,16
09/04/2020 15:55,8,5,5,3,5,1,16
09/04/2020 16:10,8,5,5,3,5,1,16
09/04/2020 15:35,7,4,5,4,5,1,16
09/04/2020 23:05,8,4,4,4,4,1,16
09/04/2020 22:25,8,3,4,5,3,1,16
09/04/2020 15:35,8,3,6,4,5,1,16
09/04/2020 18:00,8,3,5,4,4,1,16
09/04/2020 18:10,7,5,5,5,5,1,16
09/04/2020 20:45,8,4,5,4,4,1,16
09/04/2020 16:40,7,3,5,5,4,1,16
09/04/2020 16:50,7,5,5,5,4,1,16
09/04/2020 19:35,7,4,5,4,3,1,16
09/04/2020 18:20,7,4,5,4,5,1,16
09/04/2020 16:55,7,3,5,3,3,1,16
09/04/2020 18:05,8,3,5,5,4,1,16
09/04/2020 17:45,7,3,6,4,5,1,16
09/04/2020 17:10,7,4,6,4,5,1,16
09/04/2020 18:20,7,4,5,4,4,1,16
09/04/2020 20:00,7,4,6,3,4,1,16
09/04/2020 15:55,6,3,5,4,4,1,16
09/04/2020 15:15,7,4,4,3,5,1,16
09/04/2020 15:30,8,4,5,5,3,1,16
09/04/2020 20:50,6,4,5,3,5,1,16
09/04/2020 17:15,7,4,6,4,3,1,16
09/04/2020 20:20,8,5,5,5,7,1,16
09/04/2020 15:35,7,5,4,5,5,1,16
09/04/2020 15:45,7,4,5,5,5,1,16
09/04/2020 17:25,7,4,5,5,3,1,16
09/04/2020 18:35,7,3,6,4,4,1,16
09/04/2020 18:15,8,4,4,4,3,1,16
09/04/2020 15:20,7,4,5,3,4,1,16
09/04/2020 17:40,8,5,6,5,5,1,16
09/04/2020 16:00,7,4,4,5,4,1,16
09/04/2020 15:15,9,4,4,5,3,1,16
09/04/2020 16:50,9,3,6,4,7,1,9
09/04/2020 17:05,7,3,7,5,5,1,9
09/04/2020 16:15,10,4,5,5,6,1,9
09/04/2020 18:50,10,4,5,6,7,2,9
09/04/2020 16:55,9,2,6,5,6,0,9
09/04/2020 17:00,8,3,5,5,4,1,9
09/04/2020 19:05,8,3,4,5,6,2,9
09/04/2020 16:35,10,3,5,3,7,1,9
09/04/2020 16:30,8,3,5,5,8,1,9
09/04/2020 16:40,9,2,5,5,6,0,9
09/04/2020 16:15,9,2,6,5,7,0,9
09/04/2020 17:15,8,2,5,4,6,1,9
09/04/2020 17:05,8,4,6,4,5,0,9
09/04/2020 16:50,10,3,7,5,5,1,9
09/04/2020 16:20,10,4,6,5,6,2,9
09/04/2020 17:05,9,3,5,5,6,0,9
09/04/2020 19:05,10,2,5,5,5,0,9
09/04/2020 17:55,9,3,5,5,6,2,9
09/04/2020 17:05,8,2,6,4,7,1,9
09/04/2020 17:20,9,3,6,5,6,1,9
09/04/2020 16:30,9,3,6,6,6,1,9
09/04/2020 16:10,9,3,6,5,6,1,9
09/04/2020 18:55,8,2,6,5,5,1,9
09/04/2020 16:05,9,4,5,5,6,1,9
09/04/2020 17:25,9,2,7,6,6,2,9
09/04/2020 16:15,9,4,6,5,7,1,9
09/04/2020 16:30,8,1,6,4,7,0,9
09/04/2020 17:30,9,3,6,5,7,2,9
09/04/2020 18:50,9,4,6,6,6,2,9
09/04/2020 16:35,8,2,6,3,7,1,9
09/04/2020 17:20,10,3,6,4,5,0,9
09/04/2020 17:25,9,3,5,6,6,1,9
09/04/2020 16:40,10,3,6,5,6,0,9
09/04/2020 18:10,8,2,6,5,6,2,9
09/04/2020 19:35,9,3,7,5,5,1,9
09/04/2020 16:05,10,4,5,5,5,0,9
09/04/2020 17:30,9,2,5,4,5,1,9
09/04/2020 16:15,10,3,7,5,5,1,9
09/04/2020 18:05,8,3,6,6,6,2,9
09/04/2020 16:45,9,4,6,6,6,2,9
09/04/2020 18:35,8,4,6,6,5,0,9
09/04/2020 16:20,9,2,5,5,6,1,9
09/04/2020 17:10,9,2,6,5,6,2,9
09/04/2020 16:05,9,4,6,5,6,0,9
09/04/2020 16:50,9,3,5,5,6,0,9
09/04/2020 17:55,10,3,7,6,5,1,9
09/04/2020 16:25,9,4,6,4,6,0,9
09/04/2020 17:45,8,4,6,5,7,0,9
09/04/2020 17:55,8,4,6,5,6,1,9
09/04/2020 20:20,10,4,7,5,5,2,9
09/04/2020 19:10,9,2,6,5,6,2,9
09/04/2020 17:45,9,3,5,5,7,0,9
09/04/2020 16:25,9,4,6,5,6,1,9
09/04/2020 16:10,9,3,7,5,6,1,9
09/04/2020 16:05,9,3,4,5,6,0,9
09/04/2020 17:35,9,3,6,5,7,3,9
09/04/2020 16:05,10,3,5,6,6,1,9
09/04/2020 16:20,9,4,7,5,6,1,9
09/04/2020 16:05,8,4,6,6,6,1,9
09/04/2020 19:25,9,3,6,5,4,1,9
09/04/2020 17:45,9,3,6,5,6,1,9
09/04/2020 16:55,9,3,7,4,5,1,9
09/04/2020 16:45,10,3,5,4,6,1,9
09/04/2020 17:05,9,2,6,6,7,1,9
09/04/2020 16:45,9,3,7,5,6,1,9
09/04/2020 16:40,9,3,5,4,6,0,9
09/04/2020 17:25,9,2,5,5,6,0,9
09/04/2020 16:40,9,4,5,4,6,2,9
09/04/2020 18:30,9,4,6,4,6,1,9
09/04/2020 18:50,10,5,7,4,6,1,9
09/04/2020 16:15,10,4,7,5,7,1,9
09/04/2020 16:10,8,2,5,5,6,1,9
09/04/2020 16:10,10,3,6,5,6,2,9
09/04/2020 16:45,9,3,7,4,6,0,9
09/04/2020 17:35,10,3,5,5,6,2,9
09/04/2020 19:35,10,4,6,5,6,1,9
09/04/2020 16:30,9,3,5,5,6,2,9
09/04/2020 16:20,9,3,5,4,5,1,9
09/04/2020 16:20,8,2,6,6,6,1,9
09/04/2020 18:10,8,3,6,4,5,0,9
09/04/2020 20:35,9,4,5,5,6,1,9
09/04/2020 16:15,10,3,6,4,6,2,9
09/04/2020 16:20,10,3,6,4,6,0,9
09/04/2020 16:10,8,3,7,4,7,0,9
09/04/2020 20:00,8,4,6,5,6,2,9
09/04/2020 17:00,8,3,5,4,7,1,9
09/04/2020 17:50,9,2,7,5,6,1,9
09/04/2020 16:35,10,5,6,4,7,1,9
09/04/2020 16:10,9,3,5,5,6,2,9
09/04/2020 16:25,9,3,6,5,7,1,9
09/04/2020 20:55,9,2,7,5,6,2,9
09/04/2020 17:30,9,3,7,4,5,1,9
09/04/2020 17:05,9,4,5,5,5,1,9
09/04/2020 18:15,9,3,7,5,6,0,9
09/04/2020 16:20,9,3,5,5,7,1,9
09/04/2020 19:50,9,3,6,5,5,0,9
09/04/2020 16:50,9,2,6,6,6,1,9
09/04/2020 17:00,10,2,6,6,5,2,9
09/04/2020 17:20,9,2,6,5,5,0,9
09/04/2020 17:10,8,3,7,5,6,2,9
09/04/2020 16:10,10,2,5,5,5,1,9
09/04/2020 19:25,8,3,6,4,6,1,9
09/04/2020 17:25,8,4,6,6,5,1,9
09/04/2020 17:05,9,3,7,5,7,2,9
09/04/2020 17:10,8,3,5,5,7,0,9
09/04/2020 18:25,9,3,7,6,6,0,9
09/04/2020 16:05,7,4,6,6,7,0,9
09/04/2020 16:05,9,3,7,4,6,1,9
09/04/2020 16:10,9,3,5,5,6,2,9
09/04/2020 18:00,10,3,7,5,7,1,9
09/04/2020 16:10,9,2,6,6,7,2,9
09/04/2020 16:15,10,2,6,6,6,2,9
09/04/2020 16:20,9,2,6,5,6,1,9
09/04/2020 16:50,8,2,7,6,6,0,9
09/04/2020 17:25,10,3,6,6,7,1,9
09/04/2020 16:20,8,3,5,6,7,2,9
09/04/2020 17:20,9,3,5,4,6,1,9
09/04/2020 18:05,9,4,5,5,4,0,9
09/04/2020 18:05,9,4,6,5,6,1,9
09/04/2020 22:45,8,3,7,5,6,1,9
09/04/2020 19:10,9,3,5,6,6,0,9
09/04/2020 17:25,8,4,7,5,6,1,9
09/04/2020 16:15,9,3,6,5,6,1,9
09/04/2020 17:20,9,3,5,6,6,0,9
09/04/2020 17:05,9,2,6,5,6,1,9
09/04/2020 18:30,10,4,7,5,6,2,9
09/04/2020 17:50,8,3,7,6,6,1,9
09/04/2020 16:10,9,2,7,6,5,2,9
09/04/2020 16:30,8,3,6,6,6,0,9
09/04/2020 16:35,9,3,5,6,6,1,9
09/04/2020 18:50,9,3,5,6,6,1,9
09/04/2020 16:50,9,3,6,4,6,2,9
09/04/2020 18:35,10,3,6,5,6,1,9
09/04/2020 16:10,9,3,7,5,7,2,9
09/04/2020 16:55,10,2,6,5,5,1,9
09/04/2020 16:15,10,4,5,6,8,0,9
09/04/2020 16:50,8,1,6,4,6,1,9
09/04/2020 16:00,9,2,6,5,6,2,9
09/04/2020 16:45,8,5,6,3,6,1,9
09/04/2020 16:10,9,2,6,5,7,0,9
09/04/2020 17:05,8,4,6,5,5,1,9
09/04/2020 16:40,10,3,6,5,6,1,9
09/04/2020 20:45,10,3,5,5,6,1,9
10/04/2020 02:55,10,4,5,4,6,0,9
09/04/2020 16:25,9,2,6,4,7,2,9
09/04/2020 17:10,9,3,6,5,6,0,9
09/04/2020 17:25,10,3,6,5,6,1,9
09/04/2020 16:25,9,4,7,5,7,2,9
09/04/2020 17:15,10,3,7,5,6,1,9
09/04/2020 16:25,9,3,6,5,6,1,9
09/04/2020 16:50,9,4,6,6,6,1,9
09/04/2020 16:05,9,3,7,4,6,1,9
09/04/2020 16:25,10,3,6,6,6,2,9
09/04/2020 19:15,10,4,7,4,5,2,9
09/04/2020 17:35,9,3,6,5,6,1,9
09/04/2020 16:10,8,3,6,5,6,2,9
09/04/2020 17:00,8,2,5,5,6,1,9
09/04/2020 16:15,7,3,5,5,7,1,9
09/04/2020 16:15,9,4,8,5,5,3,9
09/04/2020 17:20,8,3,5,5,6,0,9
09/04/2020 17:25,9,2,6,5,8,1,9
09/04/2020 18:20,8,3,6,6,6,1,9
09/04/2020 18:05,9,3,6,4,6,0,9
09/04/2020 16:25,9,4,6,6,5,1,9
09/04/2020 16:45,8,4,5,4,7,1,9
09/04/2020 16:40,9,3,7,5,7,2,9
09/04/2020 17:00,9,3,6,4,6,1,9
09/04/2020 16:20,9,4,6,5,6,2,9
09/04/2020 16:25,9,3,6,6,6,1,9
09/04/2020 17:40,9,4,6,6,5,1,9
09/04/2020 16:45,9,4,6,5,5,0,9
09/04/2020 18:50,9,3,5,6,6,2,9
09/04/2020 16:40,9,3,5,6,6,1,9
09/04/2020 20:00,10,3,6,6,6,1,9
09/04/2020 16:40,9,2,5,5,6,2,9
09/04/2020 17:40,10,3,6,6,6,0,9
09/04/2020 16:05,10,2,6,5,4,0,9
09/04/2020 19:00,9,2,5,5,5,0,9
09/04/2020 17:25,8,3,6,5,5,1,9
09/04/2020 19:25,10,4,6,4,6,1,9
09/04/2020 20:35,10,5,6,5,6,1,9
09/04/2020 16:15,9,3,6,5,6,1,9
09/04/2020 18:20,9,2,6,5,7,1,9
09/04/2020 16:30,8,3,7,5,5,1,9
09/04/2020 16:45,9,4,6,7,6,0,9
09/04/2020 17:15,10,4,6,5,7,1,9
09/04/2020 17:55,9,3,4,6,6,1,9
09/04/2020 16:10,8,2,5,4,7,0,9
09/04/2020 16:05,8,3,7,6,5,1,9
09/04/2020 18:25,10,3,6,3,7,1,9
09/04/2020 18:10,8,2,8,6,6,2,9
09/04/2020 16:20,9,3,6,4,5,0,9
09/04/2020 16:10,10,2,6,5,6,2,9
09/04/2020 16:10,9,4,6,6,7,1,9
09/04/2020 16:35,10,3,6,5,6,1,9
09/04/2020 17:00,8,3,6,4,6,1,9
09/04/2020 16:15,9,3,6,4,5,1,9
09/04/2020 16:15,9,3,5,5,6,1,9
09/04/2020 17:10,9,3,7,6,5,2,9
09/04/2020 17:20,10,2,6,4,6,1,9
09/04/2020 17:45,9,2,5,5,7,1,9
09/04/2020 20:20,9,3,6,6,5,0,9
09/04/2020 16:30,10,3,7,5,6,1,9
09/04/2020 16:25,9,2,7,5,4,1,9
09/04/2020 18:15,9,3,5,6,6,2,9
09/04/2020 16:10,9,3,6,6,6,0,9
09/04/2020 16:35,8,3,7,6,6,1,9
09/04/2020 16:15,10,2,5,6,6,1,9
09/04/2020 17:10,10,3,5,5,6,1,9
09/04/2020 18:15,10,4,6,6,7,2,9
09/04/2020 21:35,9,2,8,4,7,1,9
09/04/2020 16:40,9,2,6,5,7,1,9
09/04/2020 17:25,9,4,6,5,5,3,9
09/04/2020 18:30,9,2,5,4,5,1,9
09/04/2020 16:15,9,3,5,5,5,1,9
09/04/2020 18:30,9,1,6,4,5,2,9
09/04/2020 16:50,9,2,6,5,6,0,9
09/04/2020 16:55,8,3,6,5,6,0,9
09/04/2020 16:35,9,3,6,5,5,2,9
09/04/2020 17:10,9,3,6,5,5,2,9
09/04/2020 16:05,10,3,6,5,5,2,9
09/04/2020 16:25,10,2,7,4,6,1,9
09/04/2020 17:20,8,3,6,4,7,0,9
09/04/2020 19:30,10,3,6,4,6,2,9
09/04/2020 21:05,10,4,6,6,6,1,9
09/04/2020 16:00,9,3,5,4,6,2,9
09/04/2020 17:00,10,2,6,6,6,2,9
09/04/2020 16:50,9,3,7,4,7,2,9
09/04/2020 16:20,9,2,6,6,6,0,9
09/04/2020 16:30,9,4,6,5,5,3,9
09/04/2020 16:55,9,4,6,4,7,1,9
09/04/2020 16:55,9,2,6,5,5,2,9
09/04/2020 18:40,8,3,7,5,6,2,9
09/04/2020 16:00,9,2,6,4,6,0,9
09/04/2020 16:50,10,2,5,6,7,1,9
09/04/2020 21:35,8,4,6,5,7,0,9
09/04/2020 17:25,9,2,8,5,5,2,9
09/04/2020 16:55,9,3,8,5,5,2,9
09/04/2020 17:05,10,2,6,5,6,1,9
09/04/2020 17:15,9,3,5,4,6,1,9
09/04/2020 16:30,9,3,5,4,6,0,9
09/04/2020 18:35,10,3,6,4,6,1,9
09/04/2020 17:50,9,3,5,5,6,1,9
09/04/2020 18:30,9,4,6,4,6,1,9
09/04/2020 18:10,9,2,7,5,6,1,9
09/04/2020 16:50,9,3,5,4,7,1,9
09/04/2020 17:25,8,3,6,5,7,0,9
09/04/2020 17:05,10,1,6,6,7,0,9
09/04/2020 16:05,10,2,7,4,6,2,9
09/04/2020 16:35,9,3,6,5,6,2,9
09/04/2020 17:50,10,3,7,5,6,1,9
09/04/2020 18:05,10,2,5,4,7,0,9
09/04/2020 18:35,9,3,6,6,6,1,9
09/04/2020 17:50,9,3,6,6,5,0,9
09/04/2020 16:20,8,2,5,5,6,2,9
09/04/2020 16:15,9,3,6,6,5,1,9
09/04/2020 17:25,10,4,6,5,6,1,9
09/04/2020 17:00,9,2,5,6,6,1,9
09/04/2020 16:00,8,3,7,5,6,0,9
09/04/2020 16:20,9,3,6,6,6,1,9
09/04/2020 17:05,9,3,5,5,5,1,9
09/04/2020 17:15,10,2,5,4,7,1,9
09/04/2020 16:05,9,3,6,6,6,0,9
09/04/2020 17:45,9,4,6,4,7,2,9
09/04/2020 16:05,7,3,6,6,6,0,9
09/04/2020 16:25,10,4,4,6,6,1,9
09/04/2020 17:55,10,3,7,5,6,1,9
09/04/2020 17:05,10,2,6,4,7,1,9
09/04/2020 16:10,8,2,6,4,5,0,9
09/04/2020 16:15,8,3,5,6,7,1,9
09/04/2020 17:00,9,4,6,5,7,0,9
09/04/2020 16:20,9,3,6,6,6,0,9
09/04/2020 16:25,9,3,6,5,6,1,9
09/04/2020 18:00,9,4,6,6,7,1,9
09/04/2020 16:25,10,4,6,5,6,2,9
09/04/2020 18:45,10,3,7,5,6,2,9
09/04/2020 16:40,10,3,6,5,5,0,9
09/04/2020 16:40,9,3,6,5,7,1,9
09/04/2020 18:50,9,3,6,4,7,1,9
09/04/2020 19:35,9,2,6,6,6,0,9
09/04/2020 17:05,9,3,6,5,7,1,9
09/04/2020 17:30,8,3,6,5,5,2,9
09/04/2020 16:05,10,3,5,4,7,0,9
09/04/2020 16:10,8,3,5,5,8,1,9
09/04/2020 16:30,8,3,7,6,6,0,9
09/04/2020 16:50,7,3,6,5,6,1,9
09/04/2020 16:25,8,4,6,5,6,1,9
09/04/2020 16:40,8,2,5,6,5,2,9
09/04/2020 19:10,9,4,5,6,7,2,9
09/04/2020 18:20,9,4,6,5,5,2,9
09/04/2020 16:45,9,3,6,5,6,0,9
09/04/2020 16:40,9,3,6,4,6,2,9
09/04/2020 16:55,8,3,6,5,6,1,9
09/04/2020 16:20,9,3,5,5,5,2,9
09/04/2020 17:05,10,4,5,6,5,1,9
09/04/2020 19:15,10,3,7,5,7,0,9
09/04/2020 16:45,9,2,7,5,7,2,9
09/04/2020 16:05,9,4,5,5,7,0,9
09/04/2020 19:10,10,4,5,5,7,1,9
09/04/2020 17:15,10,3,6,5,6,1,9
09/04/2020 18:05,8,3,7,4,7,1,9
